instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
343,2011-12-09,Winter,0,12,0,5,1,1,0.3,0.2879,0.45,0.2537,261,3359,3620
344,2011-12-10,Winter,0,12,0,6,0,1,0.32,0.303,0.39,0.2537,502,2688,3190
345,2011-12-11,Winter,0,12,0,0,0,1,0.32,0.303,0.39,0.2537,377,2366,2743
346,2011-12-12,Winter,0,12,0,1,1,1,0.32,0.303,0.39,0.2239,143,3167,3310
347,2011-12-13,Winter,0,12,0,2,1,1,0.3,0.3182,0.42,0.1045,155,3368,3523
348,2011-12-14,Winter,0,12,0,3,1,2,0.3,0.2879,0.45,0.2836,178,3562,3740
350,2011-12-16,Winter,0,12,0,5,1,2,0.26,0.2727,0.56,0.1343,178,3399,3577
351,2011-12-17,Winter,0,12,0,6,0,2,0.26,0.2879,0.56,0.0896,275,2464,2739
353,2011-12-19,Winter,0,12,0,1,1,1,0.26,0.2576,0.56,0.1642,260,3143,3403
354,2011-12-20,Winter,0,12,0,2,1,2,0.26,0.2576,0.56,0.1642,216,3534,3750
355,2011-12-21,Spring,0,12,0,3,1,2,0.26,0.2576,0.56,0.1642,107,2553,2660
356,2011-12-22,Spring,0,12,0,4,1,2,0.24,0.2121,0.56,0.2985,227,2841,3068
357,2011-12-23,Spring,0,12,0,5,1,1,0.22,0.2121,0.55,0.2836,163,2046,2209
358,2011-12-24,Spring,0,12,0,6,0,1,0.22,0.2121,0.51,0.2537,155,856,1011
359,2011-12-25,Spring,0,12,0,0,0,1,0.22,0.2121,0.51,0.2836,303,451,754
360,2011-12-26,Spring,0,12,1,1,0,1,0.24,0.2273,0.44,0.2537,430,887,1317
361,2011-12-27,Spring,0,12,0,2,1,2,0.24,0.2121,0.41,0.2836,103,1059,1162
362,2011-12-28,Spring,0,12,0,3,1,1,0.26,0.2273,0.35,0.2985,255,2047,2302
363,2011-12-29,Spring,0,12,0,4,1,1,0.28,0.2727,0.36,0.2537,254,2169,2423
364,2011-12-30,Spring,0,12,0,5,1,1,0.26,0.2424,0.38,0.2537,491,2508,2999
365,2011-12-31,Spring,0,12,0,6,0,1,0.24,0.2273,0.38,0.2239,665,1820,2485
366,2012-01-01,Spring,1,1,0,0,0,1,0.22,0.2121,0.37,0.2537,686,1608,2294
367,2012-01-02,Spring,1,1,1,1,0,1,0.2,0.2121,0.4,0.1642,244,1707,1951
368,2012-01-03,Spring,1,1,0,2,1,1,0.18,0.197,0.47,0.1343,89,2147,2236
369,2012-01-04,Spring,1,1,0,3,1,2,0.18,0.197,0.47,0.1642,95,2273,2368
370,2012-01-05,Spring,1,1,0,4,1,1,0.18,0.197,0.51,0.1642,140,3132,3272
371,2012-01-06,Spring,1,1,0,5,1,1,0.2,0.2121,0.49,0.1343,307,3791,4098
372,2012-01-07,Spring,1,1,0,6,0,1,0.2,0.2273,0.4,0.1045,1070,3451,4521
373,2012-01-08,Spring,1,1,0,0,0,1,0.2,0.197,0.47,0.2239,599,2826,3425
374,2012-01-09,Spring,1,1,0,1,1,2,0.2,0.197,0.44,0.194,106,2270,2376
375,2012-01-10,Spring,1,1,0,2,1,1,0.18,0.1667,0.43,0.2537,173,3425,3598
376,2012-01-11,Spring,1,1,0,3,1,2,0.18,0.1818,0.43,0.194,92,2085,2177
377,2012-01-12,Spring,1,1,0,4,1,2,0.18,0.197,0.43,0.1343,269,3828,4097
378,2012-01-13,Spring,1,1,0,5,1,1,0.18,0.197,0.43,0.1642,174,3040,3214
379,2012-01-14,Spring,1,1,0,6,0,1,0.18,0.1818,0.43,0.194,333,2160,2493
380,2012-01-15,Spring,1,1,0,0,0,1,0.16,0.1818,0.5,0.1343,284,2027,2311
381,2012-01-16,Spring,1,1,1,1,0,1,0.16,0.1515,0.47,0.2239,217,2081,2298
382,2012-01-17,Spring,1,1,0,2,1,2,0.16,0.1515,0.47,0.2239,127,2808,2935
383,2012-01-18,Spring,1,1,0,3,1,1,0.16,0.1515,0.5,0.2537,109,3267,3376
384,2012-01-19,Spring,1,1,0,4,1,1,0.16,0.1515,0.55,0.194,130,3162,3292
385,2012-01-20,Spring,1,1,0,5,1,2,0.18,0.197,0.47,0.1343,115,3048,3163
386,2012-01-21,Spring,1,1,0,6,0,2,0.18,0.197,0.47,0.1343,67,1234,1301
387,2012-01-22,Spring,1,1,0,0,0,2,0.18,0.2121,0.43,0.1045,196,1781,1977
388,2012-01-23,Spring,1,1,0,1,1,2,0.2,0.2121,0.47,0.1642,145,2287,2432
389,2012-01-24,Spring,1,1,0,2,1,1,0.2,0.2121,0.47,0.1642,439,3900,4339
390,2012-01-25,Spring,1,1,0,3,1,1,0.2,0.197,0.51,0.194,467,3803,4270
391,2012-01-26,Spring,1,1,0,4,1,2,0.18,0.1667,0.55,0.2537,244,3831,4075
392,2012-01-27,Spring,1,1,0,5,1,2,0.18,0.1818,0.59,0.194,269,3187,3456
393,2012-01-28,Spring,1,1,0,6,0,1,0.16,0.1515,0.8,0.194,775,3248,4023
394,2012-01-29,Spring,1,1,0,0,0,1,0.16,0.1515,0.8,0.194,558,2685,3243
395,2012-01-30,Spring,1,1,0,1,1,1,0.14,0.1212,0.93,0.2537,126,3498,3624
396,2012-01-31,Spring,1,1,0,2,1,1,0.16,0.1364,0.86,0.2836,324,4185,4509
397,2012-02-01,Spring,1,2,0,3,1,1,0.2,0.1818,0.86,0.3284,304,4275,4579
398,2012-02-02,Spring,1,2,0,4,1,2,0.2,0.197,0.86,0.2239,190,3571,3761
399,2012-02-03,Spring,1,2,0,5,1,1,0.22,0.2273,0.8,0.1642,310,3841,4151
400,2012-02-04,Spring,1,2,0,6,0,2,0.22,0.2273,0.87,0.1642,384,2448,2832
401,2012-02-05,Spring,1,2,0,0,0,2,0.22,0.2273,0.87,0.194,318,2629,2947
402,2012-02-06,Spring,1,2,0,1,1,1,0.22,0.2273,0.82,0.194,206,3578,3784
403,2012-02-07,Spring,1,2,0,2,1,1,0.22,0.2273,0.8,0.1642,199,4176,4375
404,2012-02-08,Spring,1,2,0,3,1,2,0.22,0.2273,0.8,0.1343,109,2693,2802
406,2012-02-10,Spring,1,2,0,5,1,2,0.22,0.2424,0.93,0.1045,227,3604,3831
407,2012-02-11,Spring,1,2,0,6,0,3,0.22,0.2576,0.93,0.0896,192,1977,2169
410,2012-02-14,Spring,1,2,0,2,1,2,0.22,0.2273,0.93,0.1343,135,3787,3922
411,2012-02-15,Spring,1,2,0,3,1,1,0.22,0.2273,0.93,0.1343,141,4028,4169
412,2012-02-16,Spring,1,2,0,4,1,2,0.22,0.2273,0.93,0.1343,74,2931,3005
413,2012-02-17,Spring,1,2,0,5,1,1,0.22,0.2576,0.93,0.0896,349,3805,4154
414,2012-02-18,Spring,1,2,0,6,0,1,0.22,0.2576,0.93,0.0896,1435,2883,4318
415,2012-02-19,Spring,1,2,0,0,0,2,0.24,0.2576,0.92,0.1045,618,2071,2689
416,2012-02-20,Spring,1,2,1,1,0,1,0.24,0.2576,0.93,0.1045,502,2627,3129
417,2012-02-21,Spring,1,2,0,2,1,1,0.24,0.2576,0.93,0.1045,163,3614,3777
418,2012-02-22,Spring,1,2,0,3,1,1,0.26,0.2727,0.93,0.1343,394,4379,4773
419,2012-02-23,Spring,1,2,0,4,1,1,0.28,0.303,0.87,0.0896,516,4546,5062
420,2012-02-24,Spring,1,2,0,5,1,2,0.3,0.3182,0.81,0.0896,246,3241,3487
425,2012-02-29,Spring,1,2,0,3,1,2,0.36,0.3333,0.57,0.3284,65,1769,1834
426,2012-03-01,Spring,1,3,0,4,1,1,0.34,0.3182,0.61,0.2836,325,4665,4990
427,2012-03-02,Spring,1,3,0,5,1,2,0.32,0.2879,0.57,0.4179,246,2948,3194
428,2012-03-03,Spring,1,3,0,6,0,2,0.32,0.303,0.49,0.2985,956,3110,4066
429,2012-03-04,Spring,1,3,0,0,0,1,0.32,0.2879,0.49,0.4179,710,2713,3423
430,2012-03-05,Spring,1,3,0,1,1,1,0.3,0.303,0.52,0.1642,203,3130,3333
431,2012-03-06,Spring,1,3,0,2,1,1,0.3,0.2727,0.52,0.4627,221,3735,3956
432,2012-03-07,Spring,1,3,0,3,1,1,0.26,0.2273,0.56,0.3881,432,4484,4916
435,2012-03-10,Spring,1,3,0,6,0,1,0.26,0.2576,0.56,0.1642,968,3150,4118
436,2012-03-11,Spring,1,3,0,0,0,1,0.26,0.2576,0.56,0.1642,1658,3253,4911
437,2012-03-12,Spring,1,3,0,1,1,1,0.24,0.2273,0.6,0.2239,838,4460,5298
438,2012-03-13,Spring,1,3,0,2,1,1,0.22,0.2121,0.6,0.2239,762,5085,5847
439,2012-03-14,Spring,1,3,0,3,1,1,0.22,0.2121,0.55,0.2239,997,5315,6312
440,2012-03-15,Spring,1,3,0,4,1,1,0.22,0.2121,0.55,0.2836,1005,5187,6192
441,2012-03-16,Spring,1,3,0,5,1,2,0.24,0.2273,0.52,0.2239,548,3830,4378
442,2012-03-17,Spring,1,3,0,6,0,2,0.26,0.2273,0.48,0.2985,3155,4681,7836
443,2012-03-18,Spring,1,3,0,0,0,2,0.28,0.2727,0.45,0.1642,2207,3685,5892
445,2012-03-20,Spring,1,3,0,2,1,1,0.28,0.2879,0.45,0.1045,1051,5042,6093
446,2012-03-21,Summer,1,3,0,3,1,2,0.3,0.303,0.45,0.1343,1122,5108,6230
447,2012-03-22,Summer,1,3,0,4,1,1,0.32,0.3182,0.45,0.194,1334,5537,6871
448,2012-03-23,Summer,1,3,0,5,1,2,0.3,0.303,0.49,0.1343,2469,5893,8362
449,2012-03-24,Summer,1,3,0,6,0,2,0.3,0.3182,0.49,0.1045,1033,2339,3372
450,2012-03-25,Summer,1,3,0,0,0,2,0.26,0.2576,0.56,0.194,1532,3464,4996
451,2012-03-26,Summer,1,3,0,1,1,1,0.26,0.2273,0.56,0.3284,795,4763,5558
452,2012-03-27,Summer,1,3,0,2,1,1,0.26,0.2424,0.6,0.2836,531,4571,5102
453,2012-03-28,Summer,1,3,0,3,1,1,0.24,0.2273,0.6,0.2537,674,5024,5698
454,2012-03-29,Summer,1,3,0,4,1,1,0.24,0.2121,0.65,0.2836,834,5299,6133
455,2012-03-30,Summer,1,3,0,5,1,2,0.24,0.2121,0.65,0.3284,796,4663,5459
456,2012-03-31,Summer,1,3,0,6,0,2,0.24,0.2273,0.7,0.2537,2301,3934,6235
457,2012-04-01,Summer,1,4,0,0,0,2,0.24,0.2273,0.7,0.2537,2347,3694,6041
458,2012-04-02,Summer,1,4,0,1,1,1,0.24,0.2424,0.75,0.1642,1208,4728,5936
459,2012-04-03,Summer,1,4,0,2,1,1,0.22,0.2121,0.8,0.2985,1348,5424,6772
460,2012-04-04,Summer,1,4,0,3,1,1,0.22,0.2576,0.87,0.0896,1058,5378,6436
461,2012-04-05,Summer,1,4,0,4,1,1,0.24,0.197,0.6,0.4179,1192,5265,6457
462,2012-04-06,Summer,1,4,0,5,1,1,0.22,0.2121,0.55,0.2537,1807,4653,6460
463,2012-04-07,Summer,1,4,0,6,0,1,0.2,0.1818,0.51,0.2836,3252,3605,6857
464,2012-04-08,Summer,1,4,0,0,0,1,0.2,0.1818,0.47,0.3284,2230,2939,5169
465,2012-04-09,Summer,1,4,0,1,1,1,0.2,0.1818,0.51,0.3582,905,4680,5585
466,2012-04-10,Summer,1,4,0,2,1,1,0.2,0.1667,0.47,0.4627,819,5099,5918
467,2012-04-11,Summer,1,4,0,3,1,1,0.22,0.1818,0.41,0.4627,482,4380,4862
471,2012-04-15,Summer,1,4,0,0,0,1,0.16,0.1212,0.26,0.4478,2846,4286,7132
472,2012-04-16,Summer,1,4,1,1,0,1,0.16,0.1364,0.26,0.3582,1198,5172,6370
473,2012-04-17,Summer,1,4,0,2,1,1,0.14,0.1212,0.28,0.3582,989,5702,6691
474,2012-04-18,Summer,1,4,0,3,1,2,0.12,0.1212,0.3,0.2537,347,4020,4367
475,2012-04-19,Summer,1,4,0,4,1,1,0.12,0.1061,0.3,0.3284,846,5719,6565
476,2012-04-20,Summer,1,4,0,5,1,1,0.1,0.0758,0.33,0.4179,1340,5950,7290
477,2012-04-21,Summer,1,4,0,6,0,1,0.08,0.0758,0.38,0.2836,2541,4083,6624
479,2012-04-23,Summer,1,4,0,1,1,2,0.06,0.0455,0.38,0.3284,195,3019,3214
490,2012-05-04,Summer,1,5,0,5,1,1,0.06,0.0758,0.38,0.1343,1069,5227,6296
491,2012-05-05,Summer,1,5,0,6,0,2,0.06,0.1061,0.38,0.1045,2496,4387,6883
493,2012-05-07,Summer,1,5,0,1,1,2,0.1,0.1364,0.33,0.1045,1008,5265,6273
495,2012-05-09,Summer,1,5,0,3,1,2,0.12,0.1364,0.28,0.194,620,4097,4717
497,2012-05-11,Summer,1,5,0,5,1,1,0.08,0.0909,0.35,0.194,1319,5711,7030
498,2012-05-12,Summer,1,5,0,6,0,1,0.08,0.1061,0.35,0.1343,2622,4807,7429
499,2012-05-13,Summer,1,5,0,0,0,1,0.06,0.0758,0.45,0.1642,2172,3946,6118
500,2012-05-14,Summer,1,5,0,1,1,2,0.06,0.1061,0.41,0.0896,342,2501,2843
509,2012-05-23,Summer,1,5,0,3,1,2,0.08,0.1061,0.58,0.1642,766,4494,5260
510,2012-05-24,Summer,1,5,0,4,1,1,0.06,0.0758,0.62,0.1642,1059,5711,6770
511,2012-05-25,Summer,1,5,0,5,1,1,0.1,0.0758,0.54,0.3582,1417,5317,6734
512,2012-05-26,Summer,1,5,0,6,0,1,0.14,0.1061,0.46,0.3881,2855,3681,6536
513,2012-05-27,Summer,1,5,0,0,0,1,0.14,0.1364,0.43,0.2239,3283,3308,6591
514,2012-05-28,Summer,1,5,1,1,0,1,0.16,0.1212,0.37,0.4627,2557,3486,6043
515,2012-05-29,Summer,1,5,0,2,1,1,0.14,0.1061,0.33,0.3881,880,4863,5743
516,2012-05-30,Summer,1,5,0,3,1,2,0.16,0.1364,0.28,0.3582,745,6110,6855
517,2012-05-31,Summer,1,5,0,4,1,1,0.16,0.1364,0.28,0.3582,1100,6238,7338
518,2012-06-01,Summer,1,6,0,5,1,2,0.16,0.1364,0.26,0.3284,533,3594,4127
519,2012-06-02,Summer,1,6,0,6,0,1,0.14,0.1061,0.26,0.3881,2795,5325,8120
520,2012-06-03,Summer,1,6,0,0,0,1,0.12,0.1212,0.3,0.2537,2494,5147,7641
521,2012-06-04,Summer,1,6,0,1,1,1,0.12,0.1212,0.3,0.2836,1071,5927,6998
522,2012-06-05,Summer,1,6,0,2,1,2,0.1,0.1061,0.36,0.2537,968,6033,7001
523,2012-06-06,Summer,1,6,0,3,1,1,0.1,0.1061,0.36,0.194,1027,6028,7055
524,2012-06-07,Summer,1,6,0,4,1,1,0.08,0.0909,0.38,0.194,1038,6456,7494
525,2012-06-08,Summer,1,6,0,5,1,1,0.06,0.0606,0.41,0.2239,1488,6248,7736
526,2012-06-09,Summer,1,6,0,6,0,1,0.06,0.0606,0.41,0.194,2708,4790,7498
536,2012-06-19,Summer,1,6,0,2,1,1,0.1,0.1212,0.46,0.1343,968,5857,6825
537,2012-06-20,Summer,1,6,0,3,1,1,0.12,0.1364,0.42,0.194,872,5339,6211
538,2012-06-21,Fall,1,6,0,4,1,1,0.14,0.1364,0.43,0.2239,778,5127,5905
539,2012-06-22,Fall,1,6,0,5,1,1,0.14,0.1364,0.46,0.2239,964,4859,5823
540,2012-06-23,Fall,1,6,0,6,0,1,0.16,0.1667,0.4,0.1642,2657,4801,7458
541,2012-06-24,Fall,1,6,0,0,0,1,0.16,0.1515,0.47,0.2537,2551,4340,6891
542,2012-06-25,Fall,1,6,0,1,1,1,0.14,0.1212,0.5,0.2537,1139,5640,6779
543,2012-06-26,Fall,1,6,0,2,1,1,0.14,0.1364,0.59,0.194,1077,6365,7442
544,2012-06-27,Fall,1,6,0,3,1,1,0.14,0.1515,0.54,0.1642,1077,6258,7335
545,2012-06-28,Fall,1,6,0,4,1,1,0.14,0.1364,0.59,0.194,921,5958,6879
546,2012-06-29,Fall,1,6,0,5,1,1,0.14,0.1515,0.63,0.1642,829,4634,5463
547,2012-06-30,Fall,1,6,0,6,0,1,0.14,0.1364,0.63,0.2239,1455,4232,5687
548,2012-07-01,Fall,1,7,0,0,0,1,0.16,0.1515,0.64,0.2537,1421,4110,5531
549,2012-07-02,Fall,1,7,0,1,1,1,0.16,0.1364,0.69,0.2836,904,5323,6227
550,2012-07-03,Fall,1,7,0,2,1,1,0.16,0.1667,0.69,0.1642,1052,5608,6660
551,2012-07-04,Fall,1,7,1,3,0,1,0.16,0.1515,0.69,0.2239,2562,4841,7403
552,2012-07-05,Fall,1,7,0,4,1,1,0.14,0.1667,0.74,0.1045,1405,4836,6241
553,2012-07-06,Fall,1,7,0,5,1,1,0.14,0.1364,0.74,0.2239,1366,4841,6207
554,2012-07-07,Fall,1,7,0,6,0,1,0.16,0.1818,0.74,0.1045,1448,3392,4840
555,2012-07-08,Fall,1,7,0,0,0,1,0.16,0.1515,0.74,0.2239,1203,3469,4672
556,2012-07-09,Fall,1,7,0,1,1,2,0.16,0.1818,0.74,0.1343,998,5571,6569
557,2012-07-10,Fall,1,7,0,2,1,2,0.2,0.2273,0.64,0.0896,954,5336,6290
558,2012-07-11,Fall,1,7,0,3,1,1,0.22,0.2424,0.6,0.1045,975,6289,7264
559,2012-07-12,Fall,1,7,0,4,1,1,0.24,0.2424,0.6,0.1343,1032,6414,7446
560,2012-07-13,Fall,1,7,0,5,1,2,0.26,0.2879,0.56,0.0896,1511,5988,7499
561,2012-07-14,Fall,1,7,0,6,0,2,0.26,0.2727,0.56,0.1343,2355,4614,6969
566,2012-07-19,Fall,1,7,0,4,1,1,0.3,0.3182,0.49,0.0896,888,5703,6591
567,2012-07-20,Fall,1,7,0,5,1,2,0.26,0.2576,0.65,0.1642,747,5123,5870
568,2012-07-21,Fall,1,7,0,6,0,3,0.24,0.2273,0.65,0.194,1264,3195,4459
569,2012-07-22,Fall,1,7,0,0,0,2,0.24,0.2273,0.65,0.194,2544,4866,7410
570,2012-07-23,Fall,1,7,0,1,1,1,0.22,0.2273,0.64,0.1642,1135,5831,6966
571,2012-07-24,Fall,1,7,0,2,1,1,0.22,0.2273,0.64,0.1642,1140,6452,7592
572,2012-07-25,Fall,1,7,0,3,1,1,0.22,0.2273,0.69,0.1343,1383,6790,8173
573,2012-07-26,Fall,1,7,0,4,1,1,0.24,0.2424,0.65,0.1343,1036,5825,6861
574,2012-07-27,Fall,1,7,0,5,1,1,0.22,0.2273,0.69,0.194,1259,5645,6904
575,2012-07-28,Fall,1,7,0,6,0,1,0.2,0.1818,0.86,0.2836,2234,4451,6685
576,2012-07-29,Fall,1,7,0,0,0,1,0.2,0.1818,0.86,0.2836,2153,4444,6597
577,2012-07-30,Fall,1,7,0,1,1,1,0.22,0.2121,0.87,0.2985,1040,6065,7105
578,2012-07-31,Fall,1,7,0,2,1,1,0.22,0.2121,0.87,0.2985,968,6248,7216
579,2012-08-01,Fall,1,8,0,3,1,1,0.22,0.2121,0.87,0.2985,1074,6506,7580
580,2012-08-02,Fall,1,8,0,4,1,1,0.22,0.2121,0.93,0.2836,983,6278,7261
581,2012-08-03,Fall,1,8,0,5,1,2,0.22,0.197,0.93,0.3284,1328,5847,7175
582,2012-08-04,Fall,1,8,0,6,0,1,0.22,0.197,0.93,0.3284,2345,4479,6824
583,2012-08-05,Fall,1,8,0,0,0,1,0.22,0.197,0.93,0.3284,1707,3757,5464
584,2012-08-06,Fall,1,8,0,1,1,2,0.22,0.197,0.93,0.3582,1233,5780,7013
585,2012-08-07,Fall,1,8,0,2,1,2,0.22,0.1818,0.93,0.4627,1278,5995,7273
586,2012-08-08,Fall,1,8,0,3,1,2,0.22,0.197,0.93,0.3284,1263,6271,7534
587,2012-08-09,Fall,1,8,0,4,1,1,0.2,0.1818,0.93,0.3582,1196,6090,7286
588,2012-08-10,Fall,1,8,0,5,1,2,0.22,0.2273,0.55,0.194,1065,4721,5786
589,2012-08-11,Fall,1,8,0,6,0,2,0.22,0.2424,0.55,0.1045,2247,4052,6299
590,2012-08-12,Fall,1,8,0,0,0,1,0.2,0.2273,0.69,0.0896,2182,4362,6544
591,2012-08-13,Fall,1,8,0,1,1,1,0.2,0.2273,0.69,0.0896,1207,5676,6883
592,2012-08-14,Fall,1,8,0,2,1,1,0.18,0.2121,0.74,0.0896,1128,5656,6784
593,2012-08-15,Fall,1,8,0,3,1,1,0.18,0.2121,0.74,0.0896,1198,6149,7347
594,2012-08-16,Fall,1,8,0,4,1,1,0.18,0.2121,0.74,0.0896,1338,6267,7605
595,2012-08-17,Fall,1,8,0,5,1,1,0.18,0.197,0.8,0.1642,1483,5665,7148
596,2012-08-18,Fall,1,8,0,6,0,1,0.2,0.2121,0.75,0.1343,2827,5038,7865
597,2012-08-19,Fall,1,8,0,0,0,2,0.2,0.2121,0.75,0.1343,1208,3341,4549
598,2012-08-20,Fall,1,8,0,1,1,2,0.2,0.2121,0.75,0.1642,1026,5504,6530
599,2012-08-21,Fall,1,8,0,2,1,1,0.2,0.2273,0.75,0.1045,1081,5925,7006
600,2012-08-22,Fall,1,8,0,3,1,1,0.18,0.2121,0.8,0.1045,1094,6281,7375
601,2012-08-23,Fall,1,8,0,4,1,1,0.18,0.197,0.8,0.1343,1363,6402,7765
602,2012-08-24,Fall,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,1325,6257,7582
603,2012-08-25,Fall,1,8,0,6,0,2,0.16,0.197,0.86,0.0896,1829,4224,6053
604,2012-08-26,Fall,1,8,0,0,0,2,0.18,0.2121,0.86,0.0896,1483,3772,5255
605,2012-08-27,Fall,1,8,0,1,1,1,0.18,0.2121,0.86,0.1045,989,5928,6917
606,2012-08-28,Fall,1,8,0,2,1,1,0.18,0.2121,0.93,0.1045,935,6105,7040
607,2012-08-29,Fall,1,8,0,3,1,1,0.18,0.2121,0.93,0.1045,1177,6520,7697
608,2012-08-30,Fall,1,8,0,4,1,1,0.18,0.2121,0.93,0.1045,1172,6541,7713
612,2012-09-03,Fall,1,9,1,1,0,1,0.24,0.2424,0.75,0.1343,1965,4069,6034
613,2012-09-04,Fall,1,9,0,2,1,1,0.24,0.2273,0.75,0.194,867,5997,6864
614,2012-09-05,Fall,1,9,0,3,1,1,0.24,0.2424,0.75,0.1343,832,6280,7112
615,2012-09-06,Fall,1,9,0,4,1,2,0.24,0.2273,0.7,0.194,611,5592,6203
616,2012-09-07,Fall,1,9,0,5,1,1,0.22,0.2273,0.75,0.1343,1045,6459,7504
617,2012-09-08,Fall,1,9,0,6,0,2,0.24,0.2121,0.65,0.3582,1557,4419,5976
618,2012-09-09,Fall,1,9,0,0,0,1,0.24,0.2273,0.6,0.2239,2570,5657,8227
619,2012-09-10,Fall,1,9,0,1,1,1,0.22,0.197,0.64,0.3582,1118,6407,7525
620,2012-09-11,Fall,1,9,0,2,1,1,0.22,0.2273,0.64,0.194,1070,6697,7767
621,2012-09-12,Fall,1,9,0,3,1,1,0.22,0.2273,0.64,0.1642,1050,6820,7870
622,2012-09-13,Fall,1,9,0,4,1,1,0.2,0.2121,0.64,0.1343,1054,6750,7804
623,2012-09-14,Fall,1,9,0,5,1,1,0.16,0.1818,0.69,0.1045,1379,6630,8009
624,2012-09-15,Fall,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,3160,5554,8714
625,2012-09-16,Fall,1,9,0,0,0,1,0.16,0.1818,0.59,0.1045,2166,5167,7333
626,2012-09-17,Fall,1,9,0,1,1,2,0.18,0.197,0.55,0.1642,1022,5847,6869
627,2012-09-18,Fall,1,9,0,2,1,2,0.18,0.2121,0.59,0.0896,371,3702,4073
628,2012-09-19,Fall,1,9,0,3,1,1,0.18,0.2121,0.64,0.1045,788,6803,7591
629,2012-09-20,Fall,1,9,0,4,1,1,0.18,0.197,0.64,0.1343,939,6781,7720
630,2012-09-21,Fall,1,9,0,5,1,1,0.2,0.197,0.59,0.194,1250,6917,8167
631,2012-09-22,Fall,1,9,0,6,0,1,0.22,0.2273,0.55,0.1642,2512,5883,8395
632,2012-09-23,Winter,1,9,0,0,0,1,0.22,0.2273,0.6,0.1343,2454,5453,7907
633,2012-09-24,Winter,1,9,0,1,1,1,0.22,0.2121,0.69,0.2537,1001,6435,7436
634,2012-09-25,Winter,1,9,0,2,1,1,0.24,0.2424,0.6,0.1642,845,6693,7538
636,2012-09-27,Winter,1,9,0,4,1,2,0.22,0.2273,0.69,0.1343,751,6642,7393
637,2012-09-28,Winter,1,9,0,5,1,2,0.22,0.2121,0.69,0.2537,1045,6370,7415
638,2012-09-29,Winter,1,9,0,6,0,1,0.18,0.2121,0.74,0.0896,2589,5966,8555
639,2012-09-30,Winter,1,9,0,0,0,1,0.18,0.2121,0.74,0.0896,2015,4874,6889
640,2012-10-01,Winter,1,10,0,1,1,2,0.16,0.197,0.8,0.0896,763,6015,6778
641,2012-10-02,Winter,1,10,0,2,1,3,0.16,0.197,0.8,0.0896,315,4324,4639
642,2012-10-03,Winter,1,10,0,3,1,2,0.16,0.1818,0.8,0.1045,728,6844,7572
653,2012-10-14,Winter,1,10,0,0,0,1,0.3,0.3182,0.52,0.1045,2080,4559,6639
654,2012-10-15,Winter,1,10,0,1,1,2,0.28,0.2879,0.61,0.1045,760,5115,5875
655,2012-10-16,Winter,1,10,0,2,1,1,0.28,0.303,0.61,0.0896,922,6612,7534
658,2012-10-19,Winter,1,10,0,5,1,2,0.3,0.2879,0.56,0.194,753,4671,5424
659,2012-10-20,Winter,1,10,0,6,0,1,0.26,0.2576,0.65,0.1642,2806,5284,8090
660,2012-10-21,Winter,1,10,0,0,0,1,0.26,0.2576,0.65,0.194,2132,4692,6824
661,2012-10-22,Winter,1,10,0,1,1,1,0.26,0.2727,0.65,0.1045,830,6228,7058
662,2012-10-23,Winter,1,10,0,2,1,1,0.24,0.2424,0.7,0.1642,841,6625,7466
663,2012-10-24,Winter,1,10,0,3,1,1,0.24,0.2273,0.7,0.194,795,6898,7693
664,2012-10-25,Winter,1,10,0,4,1,2,0.24,0.2121,0.65,0.2836,875,6484,7359
665,2012-10-26,Winter,1,10,0,5,1,2,0.24,0.2273,0.65,0.2239,1182,6262,7444
666,2012-10-27,Winter,1,10,0,6,0,2,0.22,0.2121,0.64,0.2537,2643,5209,7852
667,2012-10-28,Winter,1,10,0,0,0,2,0.22,0.2273,0.64,0.194,998,3461,4459
668,2012-10-29,Winter,1,10,0,1,1,3,0.22,0.2273,0.64,0.194,2,20,22
669,2012-10-30,Winter,1,10,0,2,1,2,0.2,0.197,0.59,0.2239,87,1009,1096
670,2012-10-31,Winter,1,10,0,3,1,2,0.18,0.1667,0.64,0.2836,419,5147,5566
671,2012-11-01,Winter,1,11,0,4,1,2,0.16,0.1364,0.69,0.3284,466,5520,5986
672,2012-11-02,Winter,1,11,0,5,1,1,0.16,0.1364,0.64,0.2836,618,5229,5847
673,2012-11-03,Winter,1,11,0,6,0,2,0.16,0.1364,0.59,0.2836,1029,4109,5138
674,2012-11-04,Winter,1,11,0,0,0,1,0.16,0.1364,0.59,0.2985,1201,3906,5107
675,2012-11-05,Winter,1,11,0,1,1,1,0.16,0.1515,0.59,0.194,378,4881,5259
676,2012-11-06,Winter,1,11,0,2,1,1,0.16,0.1515,0.59,0.194,466,5220,5686
677,2012-11-07,Winter,1,11,0,3,1,2,0.18,0.2121,0.55,0.1045,326,4709,5035
679,2012-11-09,Winter,1,11,0,5,1,1,0.18,0.197,0.55,0.1343,709,5283,5992
680,2012-11-10,Winter,1,11,0,6,0,1,0.16,0.1818,0.59,0.1343,2090,4446,6536
681,2012-11-11,Winter,1,11,0,0,0,1,0.16,0.1818,0.56,0.194,2290,4562,6852
